,trade_date,涨停比率,跌停比率,地天板比率,天地板比率,天地板比率剪刀差,涨跌停比率剪刀差,连板比率剪刀差,自由流通市值加权涨跌停比率剪刀差,自由流通市值加权连板比率剪刀差,自由流通市值加权地天与天地板比率剪刀差,pct_chg
156,20230323,0.03333333333333333,0,0,0,0,0.03333333333333333,0,0.021738,0,0,0.9913
157,20230324,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.001016,0,0,-0.2982
158,20230327,0.01,0.0033333333333333335,0,0,0,0.006666666666666666,0,0.004326,0,0,-0.3618
159,20230328,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.002001,0,0,-0.3231
160,20230329,0.01,0,0,0,0,0.01,0.0033333333333333335,0.007769000000000001,0.002001,0,0.1658
161,20230330,0,0,0,0,0,0,0,0,0,0,0.8083
162,20230331,0.013333333333333334,0.0033333333333333335,0,0,0,0.01,0,0.008870000000000001,0,0,0.307
163,20230403,0.030000000000000002,0,0,0,0,0.030000000000000002,0.0033333333333333335,0.028170000000000004,0.0022500000000000003,0,0.9786
164,20230404,0.01,0,0,0,0,0.01,0.0033333333333333335,0.006840000000000001,0.0011,0,0.3065
165,20230406,0,0,0,0,0,0,0,0,0,0,-0.1576
166,20230407,0.006666666666666667,0,0,0,0,0.006666666666666667,0,0.006920000000000001,0,0,0.6503
167,20230410,0.0033333333333333335,0.02,0,0,0,-0.016666666666666666,0,-0.01776,0,0,-0.4479
168,20230411,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.00211,0,0,-0.1136
169,20230412,0,0,0,0,0,0,0,0,0,0,-0.0698
170,20230413,0,0.0033333333333333335,0,0,0,-0.0033333333333333335,0,-0.00184,0,0,-0.6909
171,20230414,0.01,0,0,0,0,0.01,0,0.00775,0,0,0.5657
172,20230417,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.00096,0,0,1.4024
173,20230418,0.0033333333333333335,0.0033333333333333335,0,0,0,0.0,0,-0.00031999999999999997,0,0,0.3048
174,20230419,0,0.0033333333333333335,0,0,0,-0.0033333333333333335,0,-0.0034999999999999996,0,0,-0.9004
175,20230420,0.01,0,0,0,0,0.01,0,0.0069099999999999995,0,0,-0.2798
176,20230421,0,0.006666666666666667,0,0,0,-0.006666666666666667,0,-0.00277,0,0,-1.956
177,20230424,0.0033333333333333335,0.006666666666666667,0,0,0,-0.0033333333333333335,0,-0.0010399999999999997,0,0,-1.238
178,20230425,0.0033333333333333335,0.013333333333333334,0,0,0,-0.01,0,-0.01038,0,0,-0.5016
179,20230426,0.013333333333333334,0.016666666666666666,0,0,0,-0.0033333333333333322,0,-0.0008399999999999987,0,0,-0.0866
180,20230427,0.0033333333333333335,0.006666666666666667,0,0,0,-0.0033333333333333335,-0.0033333333333333335,0.02043,-0.0023,0,0.7372
181,20230428,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.00194,0,0,1.0196
182,20230504,0.013333333333333334,0.006666666666666667,0,0,0,0.006666666666666667,0.0033333333333333335,0.00307,0.00194,0,0.0288
183,20230505,0,0.0033333333333333335,0,0,0,-0.0033333333333333335,0,-0.00161,0,0,-0.3317
184,20230508,0.016666666666666666,0,0,0,0,0.016666666666666666,0,0.01709,0,0,1.1398
185,20230509,0.0033333333333333335,0.0033333333333333335,0,0,0,0.0,0,-0.0032700000000000003,0,0,-0.8563
186,20230510,0,0.0033333333333333335,0,0,0,-0.0033333333333333335,0,-0.00066,0,0,-0.7698
187,20230511,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.0011799999999999998,0,0,-0.1553
188,20230512,0,0,0,0,0,0,0,0,0,0,-1.3256
189,20230515,0.013333333333333334,0,0,0,0,0.013333333333333334,0,0.00979,0,0,1.5523
190,20230516,0,0,0,0,0,0,0,0,0,0,-0.5172
191,20230517,0,0,0,0,0,0,0,0,0,0,-0.4535
192,20230518,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.0022500000000000003,0,0,-0.1034
193,20230519,0,0,0,0,0,0,0,0,0,0,-0.2914
194,20230522,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.00013,0,0,0.6284
195,20230523,0,0,0,0,0,0,0,0,0,0,-1.4143
196,20230524,0,0,0,0,0,0,0,0,0,0,-1.3824
197,20230525,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.0034999999999999996,0,0,-0.2227
198,20230526,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.0011899999999999999,0,0,0.0117
199,20230529,0.0033333333333333335,0.0033333333333333335,0,0,0,0.0,0,-0.0011099999999999999,0,0,-0.4417
200,20230530,0.0033333333333333335,0,0,0,0,0.0033333333333333335,0,0.00184,0,0,0.0994
201,20230531,0,0,0,0,0,0,0,0,0,0,-1.0217
202,20230601,0.013333333333333334,0,0,0,0,0.013333333333333334,0,0.011279999999999998,0,0,0.2191
203,20230602,0,0,0,0,0,0,0,0,0,0,1.4439
204,20230605,0,0,0,0,0,0,0,0,0,0,-0.4553
205,20230606,0,0,0,0,0,0,0,0,0,0,-0.9387
